1 33 25
1 2 261
1 131 370
1 97 153
1 16 427
1 177 15
1 150 1227
1 56 2
1 189 15
1 158 105
1 159 424
2 99 441
2 33 4517
2 97 456
2 200 115
2 80 25
2 11 2
2 16 1644
2 24 4
2 82 727
2 131 158
2 117 1295
2 150 2514
2 56 2122
2 159 75
2 156 231
2 189 19
2 63 864
3 132 186
3 6 2249
3 142 883
3 143 225
3 174 1880
3 26 852
3 31 167
3 163 534
3 39 100
3 170 3897
3 46 317
3 175 116
3 54 11
3 185 1
3 58 1352
3 65 327
3 197 23
3 76 1
3 81 1557
3 85 1280
3 89 247
3 100 505
3 102 444
3 105 2519
3 111 92
4 129 310
4 130 50
4 135 491
4 137 405
4 10 1
4 11 127
4 13 23
4 15 139
4 145 1543
4 18 43
4 20 60
4 24 125
4 68 1
4 155 742
4 29 67
4 30 352
4 160 9
4 161 14
4 34 38
4 35 236
4 36 11
4 37 771
4 172 1
4 173 27
4 47 269
4 48 564
4 49 1
4 178 301
4 179 29
4 182 1761
4 184 12
4 58 2
4 62 725
4 63 19
4 194 809
4 67 2238
4 196 1
4 199 2349
4 72 249
4 73 23
4 79 10
4 84 109
4 121 4990
4 90 1127
4 92 647
4 94 287
4 95 39
4 165 3
4 100 43
4 103 2
4 105 29
4 107 5
4 146 214
4 111 3
4 112 157
4 190 743
4 148 48
4 122 1236
4 123 4
4 200 250
5 160 51
5 133 192
5 167 3
5 40 301
5 169 151
5 74 148
5 139 2
5 109 128
5 47 20
5 104 215
5 51 546
5 84 18
5 149 20
5 22 676
5 183 116
5 23 13
5 55 4
5 20 4
5 91 8
5 94 6
6 134 250
6 7 1
6 14 26
6 143 627
6 21 9
6 46 2816
6 26 65
6 28 10
6 29 261
6 69 175
6 161 327
6 163 198
6 39 801
6 170 1020
6 174 614
6 182 5
6 58 10
6 31 3
6 65 2625
6 197 81
6 76 82
6 79 10
6 81 12
6 85 2207
6 93 25
6 100 830
6 102 44
6 142 5
6 105 715
6 107 60
6 111 2566
6 123 979
7 128 754
7 134 45
7 137 18
7 14 983
7 155 327
7 28 425
7 157 131
7 161 23
7 35 18
7 166 1163
7 39 354
7 170 10
7 29 15
7 48 55
7 180 1958
7 182 14
7 185 3
7 190 28
7 64 8
7 65 1
7 66 13
7 69 33
7 85 55
7 90 1
7 93 3067
7 100 80
7 102 8
7 107 201
7 111 11
7 123 10
8 96 1295
8 37 7
8 73 274
8 171 378
8 50 250
8 116 62
8 182 780
8 154 862
8 123 40
8 90 582
9 192 111
9 176 855
9 162 399
9 36 101
9 103 18
9 77 12
9 80 696
9 177 1508
9 179 43
9 52 65
9 118 12
9 152 210
9 120 627
9 122 37
9 159 1619
9 189 1831
9 158 468
9 63 231
10 137 54
10 138 3
10 140 18
10 145 1
10 26 239
10 155 4
10 176 7
10 41 244
10 172 796
10 48 40
10 49 74
10 52 7
10 182 1
10 62 647
10 199 1
10 86 92
10 87 34
10 100 1482
10 105 52
10 118 147
10 121 1
10 126 1484
11 33 2
11 99 469
11 37 142
11 199 105
11 72 576
11 156 18
11 145 127
11 146 3
11 117 77
11 56 1
11 24 40
11 122 166
11 200 22
11 63 123
12 193 238
12 75 491
12 71 1
12 139 584
12 109 753
12 113 1617
12 91 242
12 51 98
12 53 5
12 22 326
12 55 2
12 25 29
12 59 2
12 124 123
13 135 418
13 137 179
13 138 4
13 23 1
13 190 1
13 141 1
13 143 11
13 144 25
13 17 63
13 146 2
13 149 778
13 22 7
13 151 25
13 25 39
13 26 4
13 155 116
13 29 152
13 161 1419
13 34 394
13 35 196
13 164 119
13 165 4
13 38 628
13 167 1
13 40 992
13 95 9
13 172 4
13 173 3083
13 48 51
13 178 349
13 53 25
13 182 1153
13 55 1431
13 184 4
13 185 203
13 186 8
13 187 2453
13 60 22
13 62 95
13 64 717
13 199 13
13 79 1763
13 90 12
13 94 580
13 37 2
13 100 149
13 106 434
13 39 61
13 168 10
13 115 313
13 113 54
13 119 20
13 121 23
13 122 2
13 123 41
13 127 560
14 128 968
14 134 16
14 143 500
14 21 3
14 26 6
14 28 21
14 166 1130
14 39 721
14 170 80
14 46 3
14 185 4
14 65 40
14 69 1551
14 85 1194
14 93 18
14 100 80
14 102 133
14 105 60
14 107 821
14 111 49
15 130 1739
15 135 524
15 145 1
15 18 662
15 148 1162
15 22 171
15 24 6
15 155 411
15 29 120
15 160 1764
15 47 782
15 178 1235
15 51 505
15 182 20
15 59 1
15 67 301
15 71 583
15 200 17
15 84 40
15 92 290
15 94 104
15 146 7
15 110 741
15 112 42
15 121 285
15 124 3
16 99 502
16 33 1072
16 70 127
16 97 2
16 200 9
16 80 32
16 177 23
16 179 127
16 117 628
16 150 542
16 56 5
16 122 576
16 63 1753
16 156 602
16 189 1110
16 158 4
16 159 972
17 64 161
17 161 860
17 98 2718
17 35 290
17 164 1535
17 38 395
17 40 17
17 137 48
17 119 1511
17 173 25
17 178 5
17 115 653
17 66 130
17 55 103
17 185 1
17 187 79
17 60 86
17 157 974
17 127 5
18 130 3237
18 134 738
18 135 106
18 146 6
18 148 3988
18 155 1738
18 29 297
18 160 98
18 37 260
18 45 520
18 47 559
18 48 1817
18 178 184
18 182 194
18 194 45
18 67 216
18 68 2747
18 199 34
18 90 81
18 92 298
18 94 946
18 110 2
18 121 407
18 123 5
19 97 336
19 131 300
19 147 401
19 70 2060
19 108 80
19 76 351
19 174 1160
19 111 4
19 177 59
19 114 710
19 179 2615
19 21 3
19 54 1041
19 89 19
19 58 1792
19 123 1
19 156 65
20 129 19
20 135 32
20 151 157
20 141 4410
20 146 12
20 23 246
20 133 3
20 165 273
20 167 56
20 40 1056
20 169 120
20 42 6
20 47 569
20 55 55
20 184 2178
20 57 32
20 67 1587
20 196 753
20 74 630
20 183 141
20 84 758
20 94 619
20 104 1
20 112 593
20 121 14
21 143 6
21 174 383
21 156 3
21 69 1
21 134 2
21 39 6
21 45 21
21 46 490
21 48 88
21 179 6
21 58 48
21 188 382
21 65 62
21 194 9
21 197 412
21 200 9
21 76 1750
21 90 145
21 37 549
21 96 513
21 100 51
21 105 61
21 111 338
