1 97 197
1 131 407
1 179 123
1 70 1116
1 76 2
1 174 14
1 111 3
1 16 78
1 19 460
1 117 1
1 150 410
1 56 2
1 58 4
1 189 44
1 158 41
1 159 1818
2 97 14
2 99 16
2 33 269
2 171 9
2 16 199
2 82 629
2 117 956
2 150 137
2 56 976
2 156 29
3 134 98
3 7 106
3 138 730
3 142 187
3 143 134
3 19 16
3 46 70
3 26 993
3 28 94
3 163 50
3 6 2717
3 39 1
3 170 314
3 172 211
3 174 1425
3 175 386
3 54 291
3 185 12
3 58 3031
3 65 44
3 197 4
3 81 987
3 14 106
3 89 816
3 100 719
3 102 1030
3 105 4414
3 111 122
3 147 1
3 85 972
4 129 1442
4 135 421
4 8 603
4 137 62
4 11 1779
4 13 2
4 145 3641
4 146 426
4 24 367
4 27 236
4 161 14
4 34 8
4 35 146
4 37 942
4 50 1331
4 72 791
4 178 181
4 182 466
4 184 90
4 59 32
4 63 467
4 194 24
4 67 2264
4 68 173
4 199 1634
4 200 973
4 79 394
4 83 75
4 84 17
4 88 8
4 90 780
4 92 2374
4 94 5
4 95 38
4 99 362
4 101 252
4 103 35
4 111 3
4 112 330
4 119 2
4 121 4964
4 122 1814
4 123 390
5 134 8
5 139 3
5 13 275
5 20 187
5 149 958
5 22 71
5 29 13
5 160 44
5 161 1
5 167 364
5 40 1399
5 173 102
5 47 1164
5 51 445
5 182 10
5 183 628
5 57 75
5 59 12
5 67 348
5 71 1
5 55 649
5 79 289
5 84 272
5 91 21
5 94 99
5 104 530
5 109 392
5 111 8
5 112 10
5 123 18
6 134 377
6 7 106
6 138 161
6 13 23
6 14 106
6 143 159
6 46 1805
6 26 245
6 29 485
6 69 5
6 161 32
6 163 125
6 39 6
6 170 6
6 172 31
6 174 600
6 175 116
6 55 45
6 58 342
6 65 450
6 197 12
6 76 41
6 79 112
6 81 13
6 85 406
6 100 2
6 102 247
6 105 223
6 111 1775
6 123 1709
7 128 539
7 138 87
7 14 2675
7 17 1
7 26 87
7 28 37
7 157 53
7 31 268
7 166 796
7 39 77
7 170 417
7 172 19
7 175 27
7 48 6
7 180 3508
7 185 20
7 60 322
7 62 6
7 64 2
7 65 206
7 66 1
7 69 15
7 85 42
7 93 2787
7 100 80
7 102 28
7 107 8
7 111 59
8 130 213
8 145 224
8 148 102
8 154 782
8 156 1
8 37 3918
8 171 1192
8 172 233
8 45 96
8 47 5
8 48 599
8 50 7117
8 56 45
8 58 18
8 62 464
8 63 271
8 194 522
8 68 968
8 199 878
8 200 2417
8 73 135
8 84 57
8 90 5770
8 92 1662
8 96 987
8 116 429
8 121 1195
8 122 442
9 192 936
9 176 1776
9 162 2161
9 36 1206
9 103 809
9 199 33
9 80 3187
9 177 340
9 52 674
9 86 195
9 152 1133
9 120 3244
9 122 3
9 159 36
9 189 480
9 63 19
10 100 228
