1 97 216
1 131 612
1 197 1
1 70 833
1 108 6
1 82 8
1 16 543
1 177 23
1 114 6
1 19 407
1 150 1631
1 179 197
1 63 29
1 156 13
1 189 90
1 158 82
1 159 481
2 97 265
2 33 880
2 200 5
2 171 18
2 16 18
2 82 247
2 117 948
2 150 554
2 56 360
2 156 87
3 58 1866
3 132 10
3 6 750
3 102 1026
3 93 8
3 105 1440
3 170 377
3 44 6
3 46 457
3 143 165
3 48 29
3 81 1430
3 14 12
3 142 230
3 54 60
3 185 42
3 89 944
3 26 150
3 123 1
3 174 796
3 85 1
4 129 2727
4 130 6
4 134 34
4 11 1263
4 145 3075
4 146 542
4 20 26
4 24 85
4 68 1150
4 154 42
4 27 714
4 161 25
4 37 1336
4 48 89
4 72 1231
4 50 5
4 182 818
4 184 158
4 63 211
4 64 117
4 194 342
4 67 2125
4 196 2
4 199 850
4 200 474
4 88 83
4 92 2151
4 101 760
4 103 6
4 18 98
4 112 590
4 116 35
4 121 3761
4 122 243
4 123 7
5 133 32
5 135 52
5 13 14
5 17 140
5 20 36
5 22 109
5 151 5
5 160 38
5 161 17
5 34 50
5 164 133
5 165 10
5 38 11
5 167 18
5 40 413
5 173 73
5 47 145
5 51 145
5 53 164
5 182 255
5 183 360
5 61 10
5 191 3
5 67 8
5 73 71
5 55 3
5 141 106
5 84 218
5 91 372
5 94 333
5 95 4
5 98 49
5 104 138
5 109 79
5 119 7
6 132 210
6 134 40
6 14 3
6 143 2
6 18 1
6 174 770
6 26 2
6 157 3
6 31 50
6 163 266
6 39 1
6 170 143
6 46 797
6 29 220
6 55 8
6 185 2
6 58 392
6 65 179
6 197 269
6 76 27
6 79 1
6 81 43
6 93 12
6 100 1
6 102 84
6 105 52
6 111 280
6 123 493
7 128 294
7 161 291
7 132 2
7 69 20
7 166 1732
7 93 2728
7 64 170
7 28 120
7 170 983
7 107 47
7 14 549
7 111 3
7 48 1
7 180 1592
7 85 14
7 60 66
7 102 69
7 134 878
8 64 4
8 96 957
8 130 5
8 37 13
8 73 549
8 171 2746
8 45 4
8 111 114
8 48 4
8 88 1
8 50 1617
8 116 403
8 182 16
8 24 149
8 148 5
8 90 586
8 123 3
8 154 761
8 18 7
9 192 311
9 176 1209
9 162 1782
9 36 98
9 86 120
9 103 200
9 138 86
9 80 1186
9 177 121
9 52 510
9 118 298
9 152 1582
9 120 1240
9 189 78
10 100 359
10 41 47
10 172 103
10 48 1
10 62 38
10 118 166
10 87 2
10 137 15
10 26 64
10 126 846
11 33 81
11 67 3
11 101 3
11 129 19
11 72 705
11 92 6
11 171 41
11 145 41
11 146 616
11 99 1709
11 117 648
11 182 2
11 56 95
11 24 540
11 200 1288
11 63 105
12 160 21
12 193 87
12 135 15
12 75 270
12 71 19
12 40 8
12 15 125
12 139 743
12 109 396
12 47 18
12 144 2
12 113 1152
12 91 62
12 53 250
12 22 48
12 25 213
12 59 27
12 124 320
13 135 97
13 141 381
13 17 570
13 20 1
13 149 1098
13 22 18
13 151 1314
13 25 3
13 161 1520
13 34 17
13 35 1
13 164 289
13 165 92
13 38 834
13 167 14
13 40 1030
13 173 1698
13 182 1052
13 55 1727
13 184 12
13 185 1
13 186 5
13 187 588
13 61 1170
13 191 69
13 193 75
13 74 2
13 75 68
13 79 618
13 84 12
13 94 51
13 95 12
13 98 20
13 106 7
13 168 4
13 115 246
13 119 18
13 123 39
13 125 125
13 127 360
14 64 1
14 161 7
14 100 1
14 134 7
14 128 450
14 107 117
14 143 227
14 180 10
14 85 593
14 185 1
14 39 26
14 58 11
14 166 175
14 93 95
14 69 1278
15 130 768
15 134 171
15 135 609
15 139 55
15 18 153
15 148 785
15 22 101
15 155 61
15 29 79
15 160 1449
15 161 33
15 47 1681
15 178 686
15 51 17
15 53 147
15 182 2
15 59 232
15 67 1
15 71 1879
15 92 13
15 94 106
15 110 763
15 111 24
15 113 2
15 123 4
15 124 252
16 131 346
16 136 57
16 19 218
16 21 92
16 150 968
16 156 1084
16 159 1153
16 33 24
16 171 152
16 174 61
16 179 460
16 56 502
16 58 5
16 189 458
16 63 1911
16 197 152
16 70 13
16 200 172
16 76 15
16 82 75
16 97 140
16 99 1101
16 111 92
16 114 387
16 116 16
16 117 1053
16 122 185
16 123 34
17 135 1
17 137 26
17 157 92
17 161 1518
17 35 40
17 164 3483
17 38 1282
17 40 91
17 173 27
17 178 3
17 182 105
17 55 5
17 185 25
17 187 197
17 64 20
17 66 273
17 84 9
17 94 366
17 98 1315
17 168 5
17 115 406
17 119 894
17 127 24
18 130 2356
18 135 114
18 148 2967
18 24 19
18 154 22
18 155 935
18 161 655
18 134 3194
18 45 821
