1 97 87
1 131 382
1 179 4
1 70 25
1 76 2
1 16 486
1 19 27
1 150 538
1 189 2
1 158 65
1 159 258
2 97 49
2 33 564
2 82 160
2 19 16
2 117 264
2 150 107
2 56 110
3 130 217
3 132 1
3 6 1266
3 142 82
3 143 7
3 18 18
3 148 60
3 174 766
3 26 200
3 155 32
3 28 91
3 157 6
3 170 207
3 46 98
3 48 234
3 54 268
3 185 5
3 58 397
3 60 3
3 62 90
3 65 858
3 194 9
3 68 294
3 81 1276
3 14 10
3 89 2313
3 100 1
3 102 9
3 105 1790
3 111 564
3 115 6
3 123 395
3 85 33
4 129 1092
4 130 2
4 8 61
4 11 974
4 141 1
4 145 3129
4 146 330
4 20 59
4 24 60
4 68 30
4 154 411
4 27 246
4 34 74
4 36 3
4 37 878
4 43 19
4 172 10
4 173 4
4 174 1
4 47 12
4 48 109
4 72 624
4 50 1483
4 182 758
4 184 32
4 62 10
4 63 373
4 194 38
4 67 2877
4 196 30
4 199 166
4 200 515
4 73 139
4 74 1
4 76 1
4 13 2
4 84 12
4 88 4
4 90 8
4 79 5
4 92 1704
4 165 64
4 99 227
4 101 17
4 103 2
4 112 916
4 121 3413
4 122 2264
5 133 138
5 135 2
5 141 23
5 144 11
5 20 145
5 149 22
5 22 557
5 23 2
5 160 38
5 167 123
5 40 537
5 169 3
5 47 65
5 51 643
5 182 70
5 55 18
5 184 7
5 59 11
5 67 16
5 196 2
5 74 6
5 183 269
5 84 3
5 91 586
5 94 3
5 104 99
5 109 113
5 113 1
6 128 20
6 130 638
6 7 24
6 137 1
6 13 65
6 143 6
6 17 2
6 18 65
6 148 75
6 174 165
6 155 104
6 28 10
6 157 6
6 197 37
6 35 20
6 39 21
6 170 10
6 45 6
6 46 2653
6 29 209
6 48 732
6 50 2
6 180 49
6 55 58
6 185 39
6 58 507
6 62 238
6 65 1766
6 194 30
6 68 1083
6 69 23
6 76 15
6 79 35
6 81 27
6 163 69
6 90 808
6 93 68
6 100 198
6 105 174
6 107 7
6 111 4568
6 115 4
6 123 2155
7 128 606
7 65 26
7 66 2
7 93 551
7 69 67
7 166 242
7 39 5
7 170 13
7 107 3
7 14 381
7 143 4
7 180 494
7 185 75
7 111 2
7 28 32
7 157 1
8 130 60
8 16 267
8 154 755
8 159 4
8 34 43
8 37 1752
8 171 1410
8 172 1
8 173 3
8 48 10
8 50 2280
8 189 5
8 62 1
8 191 3
8 194 61
8 67 5
8 68 690
8 199 336
8 200 667
8 73 219
8 88 13
8 90 253
8 92 648
8 95 2
8 96 715
8 99 84
8 61 5
8 116 282
8 121 96
8 122 556
8 63 342
9 192 579
9 176 1692
9 162 2114
